媒体名称,收录类型,地区,门户类型,收录效果,频道类型,成本价,案例,入口,备注
车品网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,10,http://www.chepinwang.cn/2017/0609/12812.html,http://www.chepinwang.cn/cheshi/,
武汉汽车网,网页收录,湖北,地方商业门户,不包网页收录,新闻资讯,10,http://www.whautos.cn/2017/0623/13405.html,http://www.whautos.cn/hangye/,
合肥汽车网,网页收录,安徽,地方商业门户,不包网页收录,新闻资讯,10,http://www.hfqiche.com.cn/2017/0503/11572.html,http://www.hfqiche.com.cn/hangye/,
新车之家,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,10,http://www.newsqiche.cn/2017/0607/12732.html,http://www.newsqiche.cn/news/,
中华汽车网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,10,http://www.qichewangs.cn/2017/0821/15676.html,http://www.qichewangs.cn/zixun/,
中国汽车网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,50,http://www.chinacar.com.cn/newsview166283.html,http://www.chinacar.com.cn/news/news97_1.html,发汽车行业，其它稿件删稿不退稿费
SUV中国网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,55,http://www.unsuv.com/news/hangye/17-09/07/12748.html,http://www.unsuv.com/news/hangye/,发汽车相关，其它稿件删稿不退稿费
迈点网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,25,https://event.meadin.com/media/164355_1.shtml,,周末不发；加盟  婚纱 金融可发不保证
慧聪网-酒店-,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,28,http://info.hotel.hc360.com/2017/09/291728702329.shtml,,周末可发 不发违规
中华网-旅游,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,新闻资讯,105,https://travel.china.com/hotspot/13000493/20180912/33878630.html,,周末不发 只发旅游相关；医疗微商加盟负面婚纱金融不发；给个正规来源 最好白名单
绿野户外网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,53,http://www.lvye.cn/article-41422-1.html,,周末不发； 医疗 微商 加盟  婚纱  金融可发不保证 ；不发负面
文化旅游地产网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,12,http://www.whlydc.com/4/2017/1122/248406.html,,发稿快 周末可发  微商 加盟 婚纱 医疗 金融可发
喀斯特旅游网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,12,http://www.kasite.com.cn/4/2017/1122/248405.html,,发稿快 周末可发  微商 加盟 婚纱 医疗 金融可发
艺龙旅行网（首页文字链）,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,500,http://trip.elong.com/news/n029414e.html?no-cache,,不带图，周末 医疗 微商 加盟 婚纱  金融可发 不保证
贵广旅游网,网页收录,贵州,地方商业门户,不包网页收录,新闻资讯,12,http://www.gglyw.net/9/2017/1122/248415.html,,发稿快 周末可发  微商 加盟 婚纱 医疗 金融可发
帆顺旅游网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,25,http://www.fwjrj.com/cy/0830555.html,,可发医疗，加盟，联系方式可以用图片带。医疗 加盟  护肤品  保健品等  不包收录
驴皮网.,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,35,http://www.lvpiol.com/archives/9305.html,,不能放链接；可以发医疗，加盟，微商之类的  可以放联系方式。
中国旅游网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,40,http://www.zglvy.cn/china/gnxw/1963.html,,1
中国户外旅游网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,41,http://www.huwaitravel.com/china/gnxw/1398.html,,1
中国青年旅行网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,40,http://www.qnlx.cn/china/gnxw/1613.html,,1
爱旅游,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,40,http://www.ilvy.com.cn/news/20160902/3207.html,,1
世纪旅游网.,网页收录,全国,全国商业门户,包网页收录,酒店旅游,40,http://www.u2000.com/a/9a1954.html,,护肤品，保健品， 医疗 ，金融，  等不包收录
中国航空旅游网.,百度新闻源收录,全国,全国商业门户,包百度新闻源收录,酒店旅游,50,http://news.cnair.com/c/201705/78588.html,,护肤品，保健品， 医疗 ，金融，  等不包收录
国家旅游地理网,百度新闻源收录,全国,全国商业门户,包百度新闻源收录,酒店旅游,35,http://news.cntgol.com/jdgz/20180124/176885.html,,有口，医疗美容，微商不发，加盟稿标题不带加盟，不带任何联系方式（急单可备注叫编辑秒出）没收录只限第二天反馈，处理。联系方式默认删除
亚洲娱乐网,网页收录,北京,全国商业门户,不包网页收录,新闻资讯,65,http://www.cntvan.com/2018/0223/106011.html,,有口，周末可发
环球旅游网,网页收录,北京,全国商业门户,不包网页收录,酒店旅游,65,http://www.yooso.net/html/2017/12/28/10001018472.html,,有口
旅游博览网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,45,http://www.lvyoubolan.net/china/tj/2247.html,,
乐途旅游网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,55,http://shanghai.lotour.com/zhengwen/2017/09/1328459.shtml,,不保证出稿时间
南方旅游网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,50,http://www.southtravel.cn/news/2017/09203803.html,,
艺龙旅行网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,90,http://trip.elong.com/news/n029414e.html?no-cache,http://trip.elong.com/guizhou/zixun/,不带图
住哪网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,60,http://www.zhuna.cn/newsinfo/info_24313.html,,
蜜景网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,55,http://www.qumijing.com/article-8373-1.html,http://www.qumijing.com/portal.php?mod=list&catid=11,可带联系方式，审稿松
畅游旅行网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,50,http://www.tripmart.cn/a/lvyouxianlu/lvyouxianlu/2016/0921/22925.html,http://www.tripmart.cn/a/lvyouxianlu/lvyouxianlu/,微商，加盟，医药，医疗，保健，移民不包收录不包时效
17户外网,网页收录,全国,全国商业门户,不包网页收录,酒店旅游,43,http://www.17huwai.cn/china/gnxw/1405.html,http://www.17huwai.cn/index.html,
北青网-娱乐,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,娱乐,130,http://ent.ynet.com/2018/12/21/1585990t1254.html,,上稿要正规来源 ，禁止发布涉及反动、P2P稿件、微商、投资移民、博彩，监督、负面、维权、医疗类、美容美发类、枪支宗教、淫秽色情稿件、带有网址、二维码、链接、电话、恶意代码的稿件、带超链接、商务通的稿件、违背国家法规和政策的内容。每天17：00截稿
风行娱乐网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,娱乐,30,http://www.fun99.cn/news/roll/2018/1224/261079.html,,不带任何联系方式
中华音乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,35,http://www.zhyyw.net.cn/yinyuetai/xinshengliliang/90.html,,
环球娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,20,http://www.hnsghp.com,,根据内容安排频道，需指定频道请提前备注。
娱乐焦点网,网页收录,全国,全国商业门户,不包网页收录,娱乐,20,http://www.yntjd.com,,根据内容安排频道，需指定频道请提前备注。
星空娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,20,http://www.sxkqkq.com,,根据内容安排频道，需指定频道请提前备注。
中华娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,20,http://www.gzyuandu.com,,根据内容安排频道，需指定频道请提前备注；时尚、明星频道包收录。
时代娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,20,http://www.158nt.com,,根据内容安排频道，需指定频道请提前备注。
天下娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,15,http://www.enttx.com.cn/mingxing/nadi/2683.html,,周末可发 医疗 微商 加盟  婚纱  金融可发不保证
环球娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,15,http://www.worldent.cn/shipin/5124.html,,周末可发 医疗 微商 加盟  婚纱  金融等可发不保证
大众网-文娱,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,娱乐,40,http://culture.dzwww.com/wy/201804/t20180402_17215280.htm,,周末不发；只发文化 娱乐相关
搜狐网-娱乐,百度新闻源收录,全国,全国商业门户,不包网页收录,娱乐,78,http://yule.sohu.com/20180810/n545981439.shtml,,周末可发不保证 只发音乐、戏剧、话剧、歌手等相关的；稿件修改不通知
猫扑娱乐,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,115,http://yule.mop.com/zixunzixun/dongtaiyule/2018-09-11/11197.html,,只发娱乐的
娱乐星闻网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,50,http://www.entxw.com/movie/20170803/1065.html,,不发负面
中华娱乐网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,45,http://news.shcaoan.com/zixun/21804.html,,上相关
中华娱乐网（文字链）,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,100,http://news.shcaoan.com/zixun/21780.html,,红标题(加粗加红文字链)，24小时
娱乐中国,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,12,http://www.iyule.com.cn/zhxx/2017/1122/19026.html,,发稿快 周末可发  微商 加盟 婚纱 医疗 金融可发
北方网-娱乐,百度新闻源收录,天津,地方重点门户,不包百度新闻源收录,新闻资讯,75,http://ent.enorth.com.cn/system/2018/04/08/035317251.shtml,,不带联系方式，要大站来源    不包图，标题21字符内 标题太长编辑自行修改不通知
时尚品味网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,20,http://www.zgsspw.com/brand/20180920/5044.html,,加盟 周末 文本链接可发
中国美容网-,网页收录,全国,全国商业门户,不包网页收录,女性时尚,25,http://www.meirongzg.com/brand/20180920_11466.html,,加盟可发
全球时尚品牌网-,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,40,http://www.glosspp.com/news/36895.html,,加盟可发
千龙网-旅游,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,酒店旅游,55,http://travel.qianlong.com/2018/0929/2858557.shtml,,需要白名单来源转载或正规链接
人民网-娱乐,百度新闻源收录,全国,中央新闻门户,不包百度新闻源收录,娱乐,260,http://ent.people.com.cn/n1/2018/0822/c1012-30243665.html,,改稿不通知   出稿不能改
环球娱乐在线.,网页收录,全国,全国商业门户,不包网页收录,娱乐,35,http://www.roundyule.com/TV/2018-08-10/14958.html,,不能放链接；可以发医疗，加盟，微商之类的  可以放联系方式。
热点娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,55,http://www.rdwent.com/star/20170606/8195.html,,
娱乐在线,网页收录,全国,全国商业门户,不包网页收录,娱乐,50,http://www.entline.cn/hot/2018/0516/41429.html,,
大众娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,50,http://news.dzyule.com/nd/2018/0524/25758.html,,
焦点娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,50,http://www.jdwent.com/hot/20170503/12368.html,,
娱乐梦网,网页收录,全国,全国商业门户,不包网页收录,娱乐,50,http://www.dreamyl.com/hot/20170220/6801.html,,
娱乐去哪儿,网页收录,全国,全国商业门户,不包网页收录,娱乐,50,http://www.cntvyl.com/music/20180629/7976.html,,
娱乐秀星网,网页收录,全国,全国商业门户,不包网页收录,娱乐,50,http://www.ylwent.com/hot/20180719/8507.html,,
明星娱乐网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,45,http://www.mxylent.com/yanyi/20171222/8915.html,,不发负面
华声在线-娱乐,百度新闻源收录,湖南,地方重点门户,不包百度新闻源收录,新闻资讯,60,http://yule.voc.com.cn/article/201806/201806131443513574.html,,上相关
娱乐报,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,10,http://www.entdaily.cn,,
yes娱乐网,网页收录,全国,全国商业门户,不包网页收录,娱乐,65,http://www.afansyes.com/Content/20170808/knvs7y4ke3v2g.shtml,,
爱娱乐,网页收录,全国,全国商业门户,不包网页收录,娱乐,53,http://www.aient.cn/,,
上海热线-娱乐.,网页收录,全国,全国商业门户,不包网页收录,娱乐,55,http://joy.online.sh.cn/content/2017-08/30/content_8597686.htm,,
亚洲演艺圈,网页收录,全国,全国商业门户,不包网页收录,娱乐,53,http://www.cctvyl.com/news/2017/0526/18978.html,,
娱乐吧,网页收录,全国,全国商业门户,不包网页收录,娱乐,55,http://www.ent8.cn/news/hot/20170612/n2017061218021.html,,
中国娱乐网时尚频道.,网页收录,全国,全国商业门户,包网页收录,娱乐,45,http://lady.yule.com.cn/html/201404/27656.html,,护肤品，保健品， 医疗 ，金融，  等不包收录
娱乐看点网.,网页收录,全国,全国商业门户,包网页收录,娱乐,40,http://news.zlook.com/html/201704/16630.html,,护肤品，保健品， 医疗 ，金融，  等不包收录
中国艺人网.,网页收录,全国,全国商业门户,包网页收录,娱乐,40,http://www.11job.com/article/15232.html,,护肤品，保健品， 医疗 ，金融，  等不包收录
亚洲明星网-,网页收录,全国,全国商业门户,包网页收录,娱乐,40,http://www.asiacool.com/news/13a1747.html,,护肤品，保健品， 医疗 ，金融，  等不包收录
